,track_name,album,artist_name,release_date,duration_ms,popularity,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence
1276,As Serious As Your Life - Jay Dee Remix,Domino Remixes,Various Artists,2006,283426,6,0.827,0.117,0.927,0.00673,0.121,-4.816,0.0905,100.007,0.689
1277,Facety 2:11,Facety 2:11,Roots Manuva,2015-05-04,163150,7,0.796,0.0113,0.75,0.0108,0.163,-5.426,0.128,146.08,0.669
1278,Calamine - Radio Version,Channel 1: A Compilation Of Output Recordings,Various Artists,2000-06-01,477466,2,0.499,0.0528,0.702,0.839,0.0768,-7.409,0.0596,131.886,0.643
1279,Our Time,Tongues,Kieran Hebden,2007-03-18,306440,5,0.411,0.684,0.526,0.333,0.145,-12.609,0.0471,111.478,0.374
1280,Ba Teaches Yoga,Beautiful Rewind,Four Tet,2013-10-04,199873,0,0.548,0.879,0.469,0.959,0.118,-15.928,0.0345,125.012,0.784
1281,Matthew & Toby - Four Tet Remix,Matthew & Toby (Original/Four Tet Remix),Rocketnumbernine,2010-09-20,587040,0,0.744,0.573,0.484,0.94,0.107,-13.403,0.0438,125.007,0.289
1282,Balloons - Kieran Hebden Version,Balloons,Foals,2008-02-02,522573,0,0.527,0.00582,0.719,0.622,0.112,-6.748,0.0382,137.725,0.709
1283,Anglepoised,Early Output 1996-1998,Fridge,2009-03-24,902733,8,0.522,0.00246,0.714,0.905,0.116,-12.242,0.0351,130.609,0.381
1284,Lyman Place,Live At The South Bank,Steve Reid,2011-11-14,532760,0,0.3,0.106,0.86,0.292,0.191,-8.804,0.119,126.467,0.0365
1285,Like Siamese Fighting Fish,Double Density,4T Recordings,1997-01-03,193183,3,0.32,0.779,0.477,0.977,0.109,-15.532,0.0472,96.215,0.228
1286,Unidentified Pair Of Birds,Outside The Circle Of Fire,Chris Watson,2000-01-01,94133,3,0.364,0.89,0.853,0.862,0.375,-24.331,0.173,82.059,0.0344
1287,Analog Track (Ghost),Protein Valve EP,Robert Hood,2014-10-13,374947,4,0.787,0.0106,0.801,0.935,0.111,-12.042,0.159,133.082,0.637
1288,Gar's Highway,Streetways EP,Taraval,2014-04-24,330301,0,0.591,0.0224,0.811,0.804,0.0974,-10.104,0.0676,132.263,0.63
1289,Nerve Beats,Solo,Han Bennink,2012-11-18,40106,0,0.479,0.671,0.982,0.778,0.583,-21.508,0.0487,103.201,0.0205
1290,Broken Cake,Slipotica,DJ Slip,2016-07-18,461017,2,0.721,6.47e-05,0.962,0.892,0.487,-6.539,0.0783,135.857,0.3
1291,For You,For You,Prince,1978-04-07,67600,24,0.35,0.988,0.048,0.241,0.151,-23.888,0.0311,102.596,0.422
1292,Princess Sonata:Flowers Laugh,Guitar,Sonny Sharrock,1986,132240,0,0.448,0.91,0.131,0.0254,0.11,-17.171,0.0556,115.588,0.339
1293,Life & Death in G & A (Pts. 1 & 2),I'm Just Like You: Sly's Stone Flower 1969-1970,Various Artists,2014-09-09,358600,12,0.812,0.17,0.428,0.381,0.1,-11.978,0.0507,154.374,0.638
1294,Dream Baby Dream (Four Tet remix),The Cherry Thing Remixes,Neneh Cherry & The Thing,2012-11-12,525320,0,0.808,0.00943,0.484,0.756,0.115,-10.272,0.0993,126.971,0.686
1295,Northern Cardinal,"Bird Songs, Vol. 1",Nature Sounds,2014-09-25,57293,12,0.695,0.447,0.0201,0.952,0.186,-26.835,0.491,83.125,0.0666
1296,Quanto Tempo,Cyro,Derek Bailey,1988-01-01,232600,0,0.457,0.788,0.509,0.466,0.318,-12.556,0.34,81.248,0.319
1297,Fr3sh,Mono No Aware,Various Artists,2017-03-17,231600,0,0.118,0.878,0.354,0.965,0.191,-14.43,0.0342,151.112,0.0269
1298,Sekou,Key to Nowhere,Brother Ah,2016-07-22,328882,6,0.429,0.688,0.585,0.113,0.123,-15.392,0.261,195.838,0.599
1299,I Never Loved a Man (The Way I Love You) - Demo,Rare & Unreleased Recordings From The Golden Reign Of The Queen Of Soul,Aretha Franklin,2007-10-15,242893,19,0.74,0.886,0.324,3.53e-05,0.16,-9.625,0.0556,98.259,0.497
1300,Endaro Mahanubhavulu - Sri - Adi,Bantureethi (Sax with Thavil),Kadri Gopalnath,1984,741433,0,0.51,0.935,0.699,0.902,0.106,-5.554,0.037,144.773,0.944
1301,Stolen Hearts,Stolen Hearts,Earlham Mystics,2017-02-17,219824,7,0.623,0.633,0.717,0.937,0.0916,-13.734,0.167,115.993,0.561
1302,Brace Yourself Jason,Lunatic Harness,µ-Ziq,1997-01-01,382373,38,0.546,0.127,0.734,0.932,0.0501,-8.808,0.0343,145.867,0.447
1303,Circle,Reassemblage,Visible Cloaks,2017-02-17,205200,8,0.232,0.764,0.189,0.861,0.0618,-18.745,0.0412,95.446,0.249
1304,Aur Paas Aa China,Disco Asia,Various Artists,1982-12-01,221973,0,0.637,0.225,0.73,0.024,0.0732,-8.968,0.0585,95.497,0.712
1305,Tuum,Eph Reissue,Fridge,2002-05-07,65466,2,0.663,0.995,0.0212,0.0856,0.112,-24.944,0.0866,183.947,0.931
1306,Black Acid,Black Acid EP,Roman Flügel,2017-03-10,308203,3,0.543,0.0388,0.758,0.893,0.101,-7.747,0.0552,119.971,0.0769
1307,Touch,UKG,TQD,2017-03-17,191830,18,0.881,0.0091,0.556,0.227,0.0845,-7.34,0.0629,127.006,0.294
1308,Lifting Weights,Acid Test 07,Pépé Bradock,2013-04-22,413741,8,0.654,0.000161,0.818,0.676,0.122,-8.629,0.0482,122.999,0.293
1309,Texler Acid,EP2,Taraval,2016-09-16,395000,0,0.676,0.00038,0.636,0.021,0.0987,-9.897,0.0784,135.002,0.118
1310,Sei Note In Logica (parte 1),"Sei Note In Logica (para Cuatro Voces , Grupo Instrumental Y Computadora)",Roberto Cacciapaglia,1979-01-01,963920,9,0.401,0.96,0.405,0.0928,0.0987,-11.658,0.0374,80.171,0.289
1311,Despair Postlude,The Death of Don Juan,Elodie Lauten,1985-05-14,108720,0,0.496,0.811,0.0649,0.924,0.0751,-17.622,0.0676,73.888,0.483
1312,X22RME,X22RME,Actress,2017-03-15,304920,0,0.62,0.0247,0.772,3.63e-05,0.301,-11.355,0.0926,126.002,0.387
1313,And the Darkest Hour is Just Before Dawn,"In My Arms, Many Flowers",Daniel Schmidt,2016-09-23,752337,15,0.251,0.969,0.0323,0.931,0.102,-21.492,0.0357,130.017,0.0344
1314,Blueski - Remastered,Second Toughest In The Infants (Deluxe / Remastered),Underworld,1996,183013,0,0.652,0.964,0.135,0.915,0.114,-20.293,0.0436,133.995,0.918
1315,Faux - Four Tet Remix,Faux,John Beltran,2014-11-10,419250,17,0.621,0.24,0.907,0.962,0.134,-8.313,0.0331,134.999,0.799
1316,"""Instrumentals"" Volume 2",First Thought Best Thought,Arthur Russell,2002-03-04,393333,0,0.303,0.376,0.379,0.381,0.274,-12.56,0.0314,114.613,0.116
1317,Take Me Home,Until,One Little Plane,2008-09-01,179773,0,0.61,0.848,0.398,0.0115,0.12,-12.712,0.0334,119.942,0.0643
1318,feelings 2,Providence,Nathan Fake,2017-03-10,195829,5,0.446,0.436,0.601,0.901,0.128,-11.943,0.0468,61.188,0.23
1319,Ascii Bot,2011 Until 2014,Percussions,2015-04-28,506920,0,0.767,0.495,0.806,0.857,0.154,-8.711,0.035,125.006,0.725
1320,CHAOS RAIN,CHAOS RAIN,BANK OF ENGLAND,2017-03-14,387403,0,0.632,0.00904,0.802,0.015,0.076,-8.136,0.0504,120.013,0.306
1321,Aether,Without Sinking,Hildur Guðnadóttir,2009-03-30,311253,0,0.192,0.939,0.0227,0.427,0.0761,-24.018,0.0392,79.861,0.0465
1322,Terriya,Fasokan,Luka Productions,2017-01-23,309093,0,0.792,0.867,0.697,0.601,0.232,-9.027,0.0351,140.03,0.934
1323,ZENO'S PARADOX,ZENO'S PARADOX,THAT KNIGHTSBRIDGE OG,2017-02-23,269666,0,0.732,0.173,0.981,0.0149,0.326,-7.346,0.121,140.712,0.46
1324,Automatic Melody,Keith Fullerton Whitman / Floris Vanhoof - Split,Keith Fullerton Whitman,2013-06-21,183544,4,0.571,0.508,0.243,0.0124,0.0738,-12.813,0.0585,141.474,0.782
1325,Myth,Village Of The Pharoahs,Pharoah Sanders,1973-01-01,103280,0,0.169,0.93,0.0402,0.000329,0.105,-27.962,0.035,108.972,0.0652
1326,Spindrift,Spindrift,Colin Stetson,2017-02-15,387900,0,0.186,0.817,0.497,0.958,0.0893,-16.725,0.0454,152.099,0.281
1327,Wanda Vidal,Samba de Verão,Marcos Valle,2010-01-01,128560,10,0.618,0.384,0.699,7.86e-06,0.19,-11.384,0.0317,108.469,0.829
1328,Knowing That We Were Meant for Each Other,Rass,Monty Alexander,1974,234001,12,0.66,0.786,0.443,0.258,0.209,-16.833,0.036,107.899,0.819
1329,Got 'Til It's Gone,The Velvet Rope,Janet Jackson,1997-10-07,241760,62,0.789,0.0218,0.412,0.000312,0.3,-7.518,0.243,89.914,0.518
1330,Wakes on Cerulean A,Wakes on Cerulean,Kassel Jaeger,2017-02-24,1038793,5,0.12,0.461,0.314,0.0439,0.126,-21.804,0.0583,72.263,0.0364
1331,Om Shanti,Om Shanti,Alice Coltrane,2017-03-02,411826,0,0.283,0.717,0.37,0.00439,0.167,-12.613,0.0326,132.092,0.21
1332,When You Are in Love,Dirty Boogie: The Fortune Records Story,Various Artists,2014-05-23,183960,0,0.475,0.993,0.31,0.108,0.111,-9.822,0.0267,94.383,0.404
1333,Piel,Piel,Arca,2017-02-22,247553,0,0.148,0.591,0.167,0.742,0.0902,-18.586,0.0363,67.905,0.0377
1334,Love and Unity,Gunman,Michael Prophet,2010-04-22,283093,32,0.8,0.13,0.42,0.0784,0.0833,-8.676,0.0958,147.621,0.485
1335,Harambe,"Kenya Special, Vol. 2 (Selected East African Recordings from the 1970's & 80's)",Various Artists,2016-10-07,163026,11,0.853,0.763,0.614,0.069,0.0757,-10.426,0.125,94.451,0.767
1336,Raga Pahadi - Punjabi Folk Dhun - Dadra Tal,Mountain Breeze,Shivkumar Sharma,1991-08-01,426493,14,0.581,0.316,0.732,0.908,0.0642,-12.673,0.0397,145.055,0.893
1337,Dream Scene,Wonderwall Music (Remastered),George Harrison,1968-11-01,327226,0,0.259,0.831,0.237,0.0234,0.136,-18.944,0.0434,119.164,0.15
1338,Creepers,The Moomins,Graeme Miller,2017-02-03,59172,0,0.682,0.994,0.0662,0.943,0.275,-14.018,0.0938,114.066,0.432
1339,Infinity,Mannekind,Shelly Manne,1991-08-01,43023,15,0.584,0.994,0.0457,0.964,0.0831,-33.822,0.0344,97.55,0.722
1340,Swimmer,Ringer,Four Tet,2008-03-31,520977,0,0.185,0.932,0.731,0.913,0.18,-9.85,0.041,127.001,0.0359
1341,Love Cry - Joy Orbison Remix,There Is Love in You (Expanded Edition),Four Tet,2010,295508,0,0.42,0.684,0.534,0.832,0.109,-10.279,0.224,202.081,0.093
1342,Before You Sleep,HEK027,Bruce,2017-02-10,265828,11,0.345,0.687,0.313,0.935,0.109,-16.77,0.062,191.283,0.0776
1343,Morning In Tokyo,Pacific Bridge,Richard Crandell,2014-05-28,177853,5,0.612,0.942,0.309,0.795,0.152,-9.062,0.0812,112.753,0.296
1344,Warm River,Wayfaring Strangers: Guitar Soli,Various Artists,2008-01-15,214200,3,0.433,0.861,0.306,0.904,0.134,-11.315,0.0668,133.089,0.0966
1345,Graveyard - 2007 Remaster,The Full Circle,Forest,2007,345613,20,0.469,0.689,0.159,4.39e-05,0.282,-12.281,0.0425,64.4,0.169
1346,"Music box, tuning fork",Shuffle,Machinefabriek,2009-04-09,66171,0,0.478,0.758,0.0207,0.888,0.0899,-31.598,0.0616,76.68,0.036
1347,Heartburn Walz,Charlie Brown's Holiday Hits (Remastered),Vince Guaraldi Trio,1998-01-01,156333,0,0.344,0.982,0.09,0.792,0.133,-19.438,0.0338,186.792,0.183
1348,Ruler of My Heart,Ruler of My Heart,Irma Thomas,2013-08-19,160542,5,0.629,0.878,0.316,0.00719,0.183,-9.507,0.0266,94.482,0.572
1349,Rainfall on Red Earth,The Soniferous Garden,Auntie Flo,2017-02-03,980810,0,0.772,0.0231,0.385,0.676,0.104,-13.399,0.0512,120.014,0.215
1350,I'll Wait For You,Strange Worlds In My Mind (Space Poetry Volume One),Sun Ra,2010,83486,3,0.522,0.828,0.217,0.000131,0.131,-15.605,0.0857,89.708,0.794
1351,The Ballad of Dorothy Parker,"Sign ""O"" the Times",Prince,1987-03-30,235453,38,0.89,0.287,0.577,0.00291,0.111,-12.561,0.0709,102.855,0.867
1352,Help Me,Court and Spark,Joni Mitchell,1974-01-17,204320,52,0.579,0.484,0.536,5.4e-05,0.0937,-10.035,0.0388,81.868,0.67
1353,Okonkole y Trompa,Jaco Pastorius,Jaco Pastorius,1976,265040,11,0.608,0.936,0.425,0.953,0.108,-23.896,0.0399,107.805,0.976
1354,Slow Change - Remastered,Now!,Bobby Hutcherson,2004-01-01,437053,12,0.339,0.315,0.558,1.46e-06,0.0964,-9.348,0.0336,98.982,0.506
1355,Hana,Leaf 20 Box Set Highlights,Various Artists,2015-10-21,403426,0,0.325,0.0659,0.666,0.0123,0.0909,-10.538,0.0598,143.342,0.061
1356,Ribbons,Ringer,Four Tet,2008-03-31,322681,0,0.687,0.00063,0.75,0.00329,0.0805,-11.466,0.0557,131.992,0.662
1357,Menace,Cold Mission,Logos,2013-11-18,239591,4,0.73,0.087,0.432,0.13,0.0885,-9.166,0.415,90.36,0.1
1358,RVK,RVK,Nathan Fake,2017-02-01,325213,2,0.288,0.181,0.914,0.000214,0.388,-6.161,0.257,74.463,0.336
1359,Di - Li - Do,Le Mystere Des Voix Bulgares Vol.2,Bulgarian State Television Female Choir,1988,82506,12,0.387,0.952,0.299,0.0,0.112,-15.243,0.067,99.915,0.113
1360,Song To The Siren (Remastered),It'll End In Tears (Remastered),This Mortal Coil,1984,211093,0,0.216,0.843,0.24,6.09e-06,0.135,-12.598,0.0406,128.679,0.0875
1361,The Meaning Of Love,We Could Be Flying,Karin Krog,1974,307760,0,0.496,0.625,0.652,0.0927,0.105,-12.204,0.0339,109.808,0.838
1362,Smiling Faces,East of Underground,Various Artists,2011-09-26,384146,13,0.771,0.865,0.454,0.0739,0.0833,-14.251,0.0682,101.082,0.687
1363,It's Time To Break Down,New Ways But Love Stays,The Supremes,1970-10,312946,0,0.364,0.52,0.657,0.0001,0.237,-9.231,0.0324,199.093,0.96
1364,Dooyo,Volume 5,Dur-Dur Band,2013-03-19,229735,34,0.73,0.903,0.41,0.922,0.122,-10.186,0.481,120.867,0.885
1365,Phylyps Trak II/II,Phylyps Trak II,Basic Channel,1994,793619,0,0.87,1.83e-05,0.707,0.962,0.0422,-11.659,0.119,127.888,0.147
1366,Peace for Earth,Pink,Four Tet,2012-08-20,682608,0,0.406,0.954,0.306,0.9,0.145,-15.94,0.0362,120.677,0.143
1367,Taqsīm Maqām Ājam,When the Soul is Settled: Music of Iraq,Rahim AlHaj,2006-10-24,531626,13,0.469,0.948,0.355,0.878,0.108,-12.309,0.122,88.997,0.603
1368,"Furaha, Happiness",Baijun Ballads: Somali Songs in Swahili,Hussein Shiekh and the Radio Mogadiscio Swahili Singers,1971-01-01,377533,3,0.513,0.885,0.381,1.79e-05,0.157,-9.842,0.0461,167.071,0.754
1369,Leila,Back From The Brink: Pre-Revolution Psychedelic Rock From Iran: 1973-1979,Kourosh Yaghmaei,2011-08-23,267826,24,0.662,0.936,0.351,0.342,0.101,-10.716,0.0326,94.552,0.35
1370,Seeb,Gollake Cheshat - Persian Music,Simin Ghanem,1999-09-22,354493,24,0.371,0.791,0.569,0.0,0.117,-4.641,0.0345,135.821,0.185
1371,Dabaylaha (Remix),Asma,Hassan Aden Samatar,2009-10-03,415320,13,0.849,0.438,0.748,0.0163,0.455,-6.722,0.101,90.999,0.963
1372,Cheshmaye Tou,Harir,Martik,1990-01-27,173093,5,0.509,0.767,0.513,0.0,0.402,-12.659,0.0507,124.647,0.964
1373,Personal Song (Somali Woman),Folk Music and Ceremonies of Ethiopia,Various Artists,1974-01-01,153906,3,0.425,0.97,0.25,1.1e-06,0.337,-17.313,0.367,100.408,0.804
1374,Indian Film Song,The Yemen Tihama: Trance & Dance Music from the Red Sea Coast of Arabia,Various Artists,2002-01-01,108106,1,0.519,0.911,0.357,0.00177,0.0438,-11.592,0.045,93.88,0.766
1375,Qalb Qalbi سارية السواس قلب قلبي,New Arabic Songs,Various Artists,2013-05-26,286348,0,0.579,0.325,0.859,0.0,0.0315,-6.269,0.288,204.059,0.907
1376,Wenu Wenu,Wenu Wenu,Omar Souleyman,2013-10-21,420773,33,0.593,0.0168,0.873,0.0166,0.106,-7.466,0.0342,117.903,0.84
1377,Labej,Yemen : Music from the Heart of Arabia,Various Artists,2005-10-10,144466,2,0.661,0.763,0.934,0.0837,0.134,-7.211,0.0843,118.682,0.822
1378,Madafan,The Freedom Songs of the Somali Republic,Abdullah Kershi and Ahmed Sherif,1962-01-01,308960,2,0.631,0.862,0.168,0.0,0.0821,-17.854,0.14,116.142,0.716
1379,Khaar,Rangarang,Various Artists,2011-11-14,417226,0,0.249,0.125,0.412,0.0383,0.0541,-9.566,0.0307,104.498,0.132
1380,Mutawal,Yemen: Traditional Music of the North,Various Artists,2015-01-27,206093,3,0.669,0.928,0.38,0.841,0.0742,-18.579,0.0394,104.671,0.852
1381,Libya: Goumri Oueld Eddounane,Folk Music of the Mediterranean,Various Artists,1952-01-01,198186,1,0.372,0.925,0.191,5.8e-06,0.953,-14.972,0.252,64.336,0.636
1382,Manyang Wet Himself,"Music of the Sudan: The Role of Song and Dance in Dinka Society, Album Three: Burial Hymns and War Songs",Various Artists,1976-01-01,89546,2,0.615,0.995,0.0227,0.77,0.111,-26.389,0.13,66.05,0.628
1383,Halil: Halil (Yemen),"Music of the Oriental Jews from North Africa, Yemen Bukhara",Various Artists,2014-06-03,119900,2,0.552,0.95,0.0843,0.592,0.203,-17.693,0.112,68.189,0.701
1384,Angel Echoes - Jon Hopkins Remix,There Is Love in You (Expanded Edition),Four Tet,2010,306712,0,0.681,0.523,0.317,0.917,0.384,-14.024,0.0401,115.028,0.158
1385,Basheeba,Soul Jazz Records Presents VENEZUELA 70: Cosmic Visions Of A Latin American Earth - Venezuelan Experimental Rock In The 1970s,Various Artists,2016-06-24,267213,0,0.612,0.0282,0.552,0.795,0.268,-11.219,0.0264,140.283,0.884
1386,Oooh Baby,Creative Musicians 2,Various Artists,2005-05-16,216960,0,0.735,0.0275,0.809,0.00627,0.112,-6.834,0.0421,100.561,0.735
1387,Keep Her Happy,Henry Stone's Miami Sound - The Record Man's Finest 45s,Various Artists,2015-06-29,158917,13,0.7,0.0443,0.914,1.14e-05,0.109,-9.348,0.0455,112.497,0.965
1388,Illusion - Alternate Take,The Capitol Vaults Jazz Series,Andrew Hill,2005-01-01,390240,30,0.511,0.749,0.215,0.861,0.155,-18.949,0.0425,82.85,0.504
1389,Tree Memories,Emerald,Elve,2010-08-27,548080,16,0.0994,0.941,0.0789,0.937,0.348,-27.76,0.0361,82.662,0.0373
1390,Vaporware 04,Plays Bee Mask,Donato Dozzy,2013-09-02,323025,14,0.668,0.332,0.994,0.899,0.0769,-10.565,0.038,113.98,0.738
1391,The Bold Grenadier,A Fair Field,The Memory Band,2016-11-25,244457,3,0.544,0.943,0.111,0.165,0.15,-17.522,0.0377,91.301,0.25
1392,Zion Hill,Love Cry / The Last Album,Albert Ayler,2011-01-01,363920,0,0.24,4.31e-05,0.595,0.83,0.115,-11.246,0.0559,73.338,0.514
1393,Angel Echoes,There Is Love in You (Expanded Edition),Four Tet,2010,239432,0,0.651,0.514,0.529,0.0187,0.738,-8.598,0.0357,114.998,0.154
1394,Women of the World,Privilege,Ivor Cutler,1983,228266,15,0.392,0.995,0.061,0.000191,0.0749,-11.996,0.0519,74.33,0.036
1395,Battle At Armageddon,Universal Consciousness,Alice Coltrane,1971-01-01,439333,0,0.203,0.153,0.633,0.00712,0.111,-14.626,0.0832,61.008,0.39
1396,Life Is Not Easy,Jackpot Presents King Tubby Rarities,Various Artists,2011-11-23,232586,0,0.813,0.000437,0.451,1.49e-06,0.21,-9.233,0.0416,129.162,0.912
1397,The Cycle Of Abuse,Does It Look Like I'm Here?,Emeralds,2010-05-24,299226,16,0.191,0.892,0.389,0.914,0.126,-15.213,0.0317,85.612,0.144
1398,Aria,The University of Southern Mississippi 2003 Carillon Handbell Choir,USM 2003 Carillon Handbell Choir,2012-01-01,151440,2,0.267,0.837,0.0463,0.000622,0.338,-28.612,0.0349,82.105,0.178
1399,Body Drive,Body Drive EP,Hodge,2016-11-25,434822,5,0.621,0.509,0.583,0.9,0.116,-12.558,0.0377,120.018,0.707
1400,Laptop (feat. Manga),Godfather,Wiley,2017-01-13,178680,0,0.826,0.00687,0.947,4.06e-06,0.0533,-3.392,0.188,135.816,0.586
1401,Time & Space - 2011 Rub,Time & Space,Gerd,2011-05-12,341734,3,0.889,0.00275,0.563,0.88,0.0889,-10.811,0.149,123.989,0.846
1402,Calypso Rock,Strange Breaks & Mr Thing,Mr Thing,2008-04-22,217373,0,0.522,0.293,0.798,0.862,0.136,-9.162,0.0791,118.293,0.625
1403,Ire,Afro Baby: The Evolution of the Afro-Sound in Nigeria 1970-79,Various Artists,2004-04-05,201840,0,0.748,0.0897,0.424,0.00526,0.224,-13.525,0.0814,105.191,0.71
1404,"Chaudhvin Ka Chand Ho - From ""Chaudhvin Ka Chand""",Magical Mohd. Rafi,Mohammed Rafi,2015-12-17,223506,0,0.524,0.899,0.28,0.0,0.144,-7.078,0.0289,97.694,0.525
1405,Bhimpalasri Alap,Afternoon Ragas,Nikhil Banerjee,1970-01-01,640400,21,0.261,0.885,0.0359,0.000145,0.163,-28.274,0.0318,105.831,0.288
1406,Love's Gonna Pack up and Walk Out,Soul Grooves Vol. 3,Various Artists,2001,194333,0,0.75,0.636,0.334,0.0,0.169,-9.76,0.128,142.055,0.763
1407,Slippin' Around,Loving on the Flipside,Various Artists,2012-09-25,250280,15,0.525,0.256,0.677,0.262,0.32,-6.972,0.0461,154.631,0.596
1408,Seven Years,The Young Mods' Forgotten Story,The Impressions,1969,144600,25,0.574,0.341,0.642,8.06e-05,0.477,-9.966,0.0449,94.575,0.944
1409,Afe Ato Yen Bio,Afro-Beat Airways: Ghana & Togo 1974-1978 (Analog Africa No. 14),Various Artists,2010-08-02,282070,41,0.814,0.404,0.856,0.000164,0.147,-4.97,0.0404,122.312,0.95
1410,Sie Koumgolo,Sie Koumgolo,Coulibaly Tidiane & Dafra Star,2016-09-12,247226,4,0.462,0.75,0.858,0.333,0.0851,-8.062,0.102,133.515,0.96
1411,Orientasie,Mobilisation generale (Protest and Spirit Jazz from France 1970-1976),Various Artists,2013-12-02,259986,0,0.481,0.396,0.526,0.151,0.0756,-9.943,0.0584,95.288,0.796
1412,Young Godz,The Lost Generation,Shyheim,1996-01-01,309040,12,0.626,0.289,0.779,0.0,0.488,-7.814,0.361,92.366,0.64
1413,Beats To The Rhyme - Instrumental,Tougher Than Leather (Expanded Edition),Run–D.M.C.,1988-09-16,162133,14,0.761,0.00026,0.752,0.0106,0.0989,-6.909,0.188,103.009,0.461
1414,Winona,Winona,DJ BORING,2017-05-26,511031,0,0.656,0.0387,0.693,0.83,0.111,-7.876,0.0703,122.028,0.158
1415,A Thousand Nights - Dubfire Quiet Storm Remix,"A Thousand Nights, Pt. 3",Gregor Tresher,2008-04-30,468039,15,0.8,0.00103,0.688,0.914,0.114,-9.118,0.0559,125.995,0.404
1416,Shishapangma,The Epic of Everest,Simon Fisher Turner,2013-10-21,681813,0,0.496,0.416,0.124,0.719,0.0865,-32.387,0.0399,120.303,0.036
1417,Celestial Blues,Harlem Bush Music - Uhuru,Gary Bartz Ntu Troop,2004-01-01,454560,0,0.572,0.236,0.51,0.000809,0.0884,-12.823,0.328,92.923,0.738
1418,Turn Off the Lights,"DISCO - 100 Hit's - Dance floor fillers from the 70s and 80s inc. The Jacksons, Boney M & Earth Wind & Fire",Various Artists,2013-06-21,421786,14,0.585,0.099,0.57,0.000182,0.102,-8.727,0.176,104.977,0.841
1419,The Empress And The Ukraine King,Unlimited Edition (Remastered),CAN,2011,281840,0,0.587,0.323,0.927,0.00191,0.282,-6.456,0.0386,100.929,0.665
1420,Sound Industrial n°2,Space Oddities: Studio Ganaro (1972-1982),Nino Nardini,2016-05-27,122800,0,0.787,0.512,0.791,0.195,0.045,-6.824,0.0907,160.202,0.96
1421,Cuss Cuss,"Soul Jazz Records Presents 100% Dynamite! Ska, Soul, Rocksteady and Funk in Jamaica",Soul Jazz Records Presents,2015-09-25,385506,0,0.866,0.0152,0.564,0.000379,0.199,-8.301,0.185,142.849,0.726
1422,Seperation,Dub From the Ghetto,Scientist,2006,331653,0,0.746,0.000752,0.397,0.000934,0.295,-10.882,0.0642,140.038,0.583
1423,Sleeping Braid,"Gamelan in the New World, Vol. 1",Gamelan Son of Lion,1979-01-01,132213,3,0.51,0.945,0.411,0.304,0.102,-20.383,0.0488,118.049,0.0464
1424,Qanun Solo,Kpm 1000 Series: Middle East Suite / India,Various Artists,1976-01-01,72132,2,0.481,0.842,0.435,0.965,0.281,-12.813,0.0459,114.151,0.73
1425,Strange Beauty - Instrumental,Min Bul,Min Bul,1970-01-01,346920,3,0.427,0.239,0.637,0.805,0.11,-12.242,0.0379,103.34,0.772
1426,Eterna Presencia,De las Colonias del Rio de la Plata,Viejas Raíces,1976-12-01,278906,5,0.678,0.961,0.03,0.913,0.0808,-21.354,0.0465,72.232,0.0892
1427,I Don't Think I'll Ever Love Another,Loving on the Flipside,Various Artists,2012-09-25,229853,16,0.498,0.695,0.625,0.00091,0.0775,-5.891,0.0635,132.234,0.388
1428,Cylo,Serum,Skee Mask,2014-10-17,253841,0,0.767,0.0238,0.678,0.897,0.199,-17.443,0.0893,133.77,0.0369
1429,Get Together - James Holden Remix,Get Together,Madonna,2006-05-30,480786,9,0.785,0.0148,0.652,0.226,0.11,-11.408,0.118,119.963,0.163
1430,Theme,Tides,Arovane,2000-06-01,220533,16,0.559,0.00016,0.825,0.828,0.0691,-6.809,0.0363,82.012,0.78
1431,Caecilia,Endless Summer,Fennesz,2001,233158,18,0.213,0.58,0.511,0.573,0.326,-10.618,0.0698,172.434,0.363
1432,Obadiah,"Imaginational Anthem, Vol. 8: The Private Press",Various Artists,2016-09-16,334400,6,0.554,0.985,0.224,0.946,0.127,-15.449,0.0428,96.166,0.42
1433,Tzotzil - Bolonchon,Indian Music of Mexico,Various Artists,1952-01-01,152173,3,0.511,0.964,0.252,0.0102,0.201,-17.098,0.0578,121.824,0.673
1434,African Sleigh Ride,Vince Guaraldi and the Lost Cues From the Charlie Brown TV Specials,Vince Guaraldi,2006-01-01,98760,13,0.595,0.265,0.177,9.1e-05,0.113,-17.265,0.0421,157.262,0.768
1435,Comrades,The Stark Reality Discover Hoagy Carmichael's Music Shop,Stark Reality,2003-01-01,391212,19,0.374,0.186,0.753,0.883,0.372,-12.144,0.0466,92.618,0.534
1436,Stay The Night,The Emancipation of Mimi,Mariah Carey,2005-01-01,237266,10,0.649,0.0328,0.766,0.0,0.341,-5.554,0.0699,89.209,0.516
1437,Twice The First Time,Xen Cuts,Various Artists,2000-09-18,272973,9,0.715,0.852,0.562,6.25e-06,0.0661,-9.818,0.485,92.988,0.575
1438,Still Tippin' (feat. Slim Thug and Paul Wall),The American Dream,Mike Jones,2007,271053,48,0.86,0.0361,0.861,4.07e-05,0.113,-7.131,0.307,143.184,0.79
1439,Hellz Wind Staff (feat. Street Life),Wu-Tang Forever,Wu-Tang Clan,1997-06-03,292226,36,0.737,0.00735,0.809,0.0,0.25,-8.742,0.288,102.318,0.683
